zipcode,n,males,females,breast,colo,prostate,lung,dm,htn,ashtma,copd,iscstroke,hemnstroke,chd,gun,tbi
54650,21,NULL,11,1,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54701,16,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
54729,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54843,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54901,32,15,17,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
54902,13,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54904,28,14,14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54911,32,18,14,1,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54913,36,12,24,2,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54914,25,NULL,15,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54915,33,14,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54935,46,15,31,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54937,17,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54952,18,NULL,11,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54956,26,NULL,17,2,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
54981,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55016,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55044,22,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55057,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55082,24,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
55102,25,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
55104,29,11,17,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
55105,29,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55106,15,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
55110,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
55112,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55113,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55116,21,NULL,14,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55117,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55118,28,17,11,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55119,17,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55122,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55123,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
55124,28,15,13,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55125,22,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55126,19,NULL,13,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
55127,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55129,15,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55304,14,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55305,31,14,17,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
55311,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55317,17,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55318,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
55331,15,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55337,25,11,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55344,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
55345,21,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55346,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55347,28,NULL,21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
55364,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55369,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
55372,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55378,11,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55379,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55391,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
55401,30,13,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55403,47,23,24,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55404,32,16,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55405,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55406,20,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
55407,27,11,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55408,40,18,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55409,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
55410,21,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
55411,23,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
55412,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55413,232,126,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55414,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55416,55,22,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55417,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55418,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55419,27,13,14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55422,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55423,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55424,24,11,13,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3
55426,24,NULL,14,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55428,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55432,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
55433,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55435,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55436,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55439,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55441,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55443,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55446,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55447,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55555,111,62,49,1,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
55901,34,12,22,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
55902,24,NULL,15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
55904,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55906,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
55987,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
56001,14,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
56301,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57103,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57105,13,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57106,13,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
57108,12,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59715,22,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59802,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
59901,12,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60000,88,53,35,NULL,NULL,NULL,NULL,7,11,2,4,NULL,NULL,6,1,1
60001,17,13,NULL,NULL,NULL,1,NULL,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL
60002,1363,659,702,21,4,27,18,102,284,60,37,35,5,147,NULL,4
60004,4952,2185,2763,87,30,78,58,321,865,181,87,101,19,425,1,20
60005,3093,1394,1695,58,20,42,23,222,527,109,48,49,18,258,NULL,12
60006,59,29,30,NULL,NULL,NULL,1,8,10,NULL,1,1,NULL,3,NULL,NULL
60007,3100,1407,1687,57,24,45,28,261,551,128,61,48,11,239,NULL,16
60008,2021,899,1119,28,12,20,16,199,363,71,32,42,6,150,NULL,2
60009,41,18,23,1,NULL,NULL,NULL,2,9,NULL,NULL,NULL,NULL,3,NULL,NULL
60010,5306,2476,2820,146,52,128,46,287,959,197,99,154,20,462,NULL,14
60011,68,33,35,2,NULL,1,1,7,19,3,1,4,NULL,10,NULL,NULL
60012,708,333,373,16,4,16,7,53,117,20,12,16,5,62,1,2
60013,1556,679,877,51,9,26,20,83,234,59,28,33,11,132,NULL,9
60014,2783,1220,1558,79,22,38,27,199,501,120,62,73,17,256,NULL,15
60015,4551,2069,2479,119,28,71,37,175,553,168,39,69,10,284,NULL,13
60016,6818,3118,3685,94,43,56,41,731,1460,211,107,121,30,584,1,31
60017,82,32,50,1,1,NULL,NULL,8,9,2,1,NULL,NULL,5,NULL,NULL
60018,3286,1573,1704,34,14,31,22,370,664,99,68,66,14,286,NULL,12
60019,25,11,14,NULL,NULL,1,NULL,3,8,1,1,NULL,NULL,3,NULL,NULL
60020,578,274,302,8,12,8,16,59,129,24,26,22,2,70,NULL,7
60021,330,141,189,4,3,5,3,13,55,13,4,10,2,27,NULL,1
60022,2450,1148,1297,44,9,44,14,84,297,77,21,30,4,158,NULL,6
60025,5476,2451,3016,114,31,63,57,311,851,173,81,92,11,388,NULL,28
60026,1637,702,934,42,9,20,17,95,244,44,18,21,10,120,NULL,3
60029,114,55,59,2,1,2,NULL,3,10,4,NULL,1,NULL,4,NULL,1
60030,2424,1070,1350,54,23,29,32,159,438,75,53,69,16,217,NULL,6
60031,2339,1068,1269,49,18,30,26,144,390,72,40,55,9,172,NULL,7
60032,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,1,NULL,NULL,NULL,NULL,NULL,NULL
60033,504,241,262,9,5,10,8,40,104,16,15,9,5,47,NULL,1
60034,101,48,53,1,NULL,1,3,9,24,4,6,3,1,9,NULL,NULL
60035,6316,2851,3461,141,44,109,75,327,961,205,68,127,14,518,NULL,10
60038,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,1,NULL,NULL
60039,34,14,20,NULL,2,NULL,1,5,7,3,3,NULL,NULL,4,NULL,NULL
60040,413,191,218,5,1,11,4,23,59,16,5,4,3,19,NULL,3
60041,544,266,278,6,7,12,9,48,120,20,21,18,5,71,NULL,NULL
60042,367,168,197,6,5,4,6,33,71,11,9,10,3,30,NULL,1
60043,644,313,329,17,2,12,5,10,80,17,6,7,NULL,35,NULL,3
60044,1353,629,722,36,10,29,15,48,190,34,15,43,5,96,NULL,7
60045,4297,2032,2259,139,27,109,48,152,635,109,56,98,20,315,NULL,18
60046,1888,866,1022,34,21,28,22,119,306,70,36,51,7,165,NULL,7
60047,3412,1556,1851,79,20,59,25,169,498,97,40,65,12,238,NULL,4
60048,2702,1297,1401,60,18,47,25,117,369,67,44,56,7,200,NULL,9
60050,1721,826,893,26,7,14,16,168,364,60,71,51,12,208,NULL,11
60051,1049,495,549,19,10,12,19,84,211,42,37,38,10,116,NULL,7
60053,2878,1285,1585,46,10,46,31,316,612,81,44,56,13,281,NULL,12
60056,5645,2634,3002,102,44,82,55,481,1088,178,87,106,17,489,NULL,16
60057,15,NULL,NULL,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,NULL,1,NULL,NULL
60059,13,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60060,2335,1141,1190,44,15,31,24,173,383,58,39,56,12,185,NULL,7
60061,1992,888,1101,40,13,31,15,109,285,64,27,38,10,142,NULL,7
60062,6187,2728,3448,139,30,133,75,353,982,176,94,118,16,478,NULL,21
60064,771,333,437,13,6,5,6,96,173,51,25,24,5,68,NULL,3
60065,57,28,29,NULL,1,NULL,2,7,10,2,3,1,NULL,4,NULL,NULL
60067,4148,1889,2254,80,34,61,38,288,817,116,60,98,12,337,NULL,14
60068,5946,2675,3264,148,37,110,53,298,993,189,94,148,17,516,NULL,18
60069,1028,459,567,25,10,36,17,66,189,34,26,24,4,83,NULL,5
60070,1712,773,932,32,14,16,12,182,350,42,34,34,6,144,NULL,2
60071,191,88,103,3,1,3,4,19,56,5,10,8,1,28,NULL,1
60072,45,21,24,1,NULL,NULL,NULL,4,14,6,3,3,1,9,NULL,1
60073,2601,1117,1481,30,13,10,22,235,449,87,64,43,18,180,1,7
60074,5687,2367,3313,63,22,35,15,672,1080,176,64,58,9,419,1,6
60075,20,12,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,1,NULL,1,NULL,NULL
60076,5431,2422,2997,74,21,43,43,578,1140,165,78,91,11,400,NULL,9
60077,4302,1867,2429,61,20,36,39,441,915,132,66,68,19,353,1,20
60078,62,38,23,1,1,4,NULL,8,14,1,NULL,4,1,9,NULL,2
60079,47,24,23,2,1,NULL,1,8,15,3,2,NULL,NULL,5,NULL,NULL
60081,528,254,274,6,5,10,4,31,96,11,15,17,3,55,NULL,2
60082,15,NULL,NULL,NULL,NULL,NULL,NULL,3,4,NULL,2,NULL,NULL,2,NULL,NULL
60083,643,294,348,20,6,14,7,44,114,18,8,15,5,49,NULL,1
60084,947,443,502,11,7,18,6,81,163,37,18,31,4,75,NULL,6
60085,3145,1447,1686,29,26,26,22,340,577,110,50,70,7,243,NULL,10
60087,1220,549,670,13,14,14,10,124,242,38,27,36,5,116,1,4
60088,90,41,49,NULL,1,1,NULL,3,8,4,2,2,1,3,NULL,1
60089,3883,1732,2145,84,25,56,51,284,656,102,68,71,16,300,1,10
60090,3423,1501,1916,49,21,36,29,327,662,85,47,47,13,261,NULL,14
60091,5657,2548,3106,106,29,78,33,200,676,191,50,70,13,332,NULL,15
60093,4521,2135,2383,94,28,85,48,157,616,128,56,84,11,328,NULL,22
60095,19,NULL,12,NULL,NULL,NULL,NULL,2,2,NULL,NULL,NULL,NULL,1,NULL,NULL
60096,271,124,147,6,3,2,2,21,46,11,7,3,4,23,NULL,2
60097,523,247,275,8,5,3,7,49,114,28,34,15,6,75,NULL,1
60098,1722,800,919,46,18,30,24,138,333,67,49,55,15,180,NULL,9
60099,1243,520,721,21,11,6,9,137,284,70,40,41,9,127,NULL,6
60101,5046,2160,2872,109,36,43,48,455,943,225,95,70,20,399,NULL,33
60102,1963,850,1111,45,12,29,21,142,349,69,39,45,8,161,NULL,3
60103,3519,1544,1974,61,24,44,25,305,619,151,56,56,8,264,NULL,12
60104,10206,4316,5866,134,67,99,58,1368,3045,932,240,241,42,838,17,90
60105,29,23,NULL,NULL,NULL,NULL,NULL,1,2,2,NULL,NULL,NULL,3,NULL,2
60106,2934,1297,1634,46,20,25,25,277,567,121,88,51,10,231,2,17
60107,3425,1468,1947,36,14,28,18,395,675,120,65,44,7,260,NULL,16
60108,3067,1414,1648,59,22,37,39,273,673,111,81,68,14,293,NULL,30
60109,55,20,35,2,NULL,1,NULL,5,9,1,2,2,NULL,3,NULL,1
60110,2057,883,1171,17,8,16,17,194,310,62,36,32,13,133,1,13
60111,12,NULL,NULL,2,NULL,NULL,1,2,2,2,1,NULL,NULL,2,NULL,NULL
60112,182,58,124,4,3,NULL,3,12,35,12,5,7,4,18,NULL,2
60113,21,NULL,12,NULL,1,NULL,NULL,NULL,3,2,NULL,1,NULL,NULL,1,NULL
60115,1844,730,1110,36,13,20,18,140,333,99,42,40,9,149,2,8
60116,13,NULL,NULL,NULL,NULL,NULL,NULL,1,3,1,1,NULL,NULL,2,NULL,NULL
60118,1180,554,624,28,5,32,18,78,244,39,35,31,5,108,NULL,5
60119,702,324,377,17,11,7,7,41,135,26,12,14,2,54,NULL,6
60120,3148,1342,1794,47,12,24,21,314,582,109,59,48,14,230,1,11
60121,112,51,61,2,2,2,NULL,8,21,9,5,2,NULL,11,NULL,1
60123,3116,1365,1744,44,19,38,21,287,611,128,68,60,24,275,1,18
60124,1172,500,671,26,9,19,16,76,235,38,26,23,6,118,NULL,6
60125,12,NULL,NULL,NULL,NULL,NULL,NULL,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL
60126,10718,4554,6143,249,80,157,85,723,1933,578,202,185,31,796,NULL,59
60129,18,NULL,NULL,NULL,NULL,NULL,NULL,1,1,1,NULL,NULL,NULL,1,NULL,NULL
60130,8897,3806,5067,119,41,76,52,985,2274,662,353,195,39,753,5,93
60131,5112,2279,2812,60,27,28,40,481,938,190,107,88,9,407,1,75
60132,31,NULL,22,NULL,NULL,NULL,NULL,1,4,3,NULL,NULL,NULL,3,NULL,NULL
60133,3107,1319,1785,29,8,15,17,359,587,134,42,38,10,236,1,11
60134,2492,1021,1467,86,19,35,27,124,408,92,38,49,5,196,NULL,8
60135,314,122,192,4,2,3,5,19,53,17,9,4,1,28,NULL,NULL
60136,395,177,216,9,2,3,2,23,59,11,3,9,1,31,NULL,2
60137,5650,2419,3226,154,41,88,37,299,882,290,88,87,13,381,NULL,31
60138,52,25,27,2,NULL,NULL,1,6,6,4,3,NULL,1,2,NULL,NULL
60139,3445,1541,1897,27,9,20,19,339,630,161,51,63,19,254,NULL,21
60140,745,328,416,7,6,9,9,57,133,36,22,12,6,58,NULL,4
60141,265,140,125,6,3,6,3,37,84,19,14,8,3,41,NULL,2
60142,2018,867,1148,59,16,41,38,204,528,70,81,77,16,269,NULL,6
60143,1227,528,698,21,12,19,6,94,223,42,31,26,3,126,NULL,5
60144,20,NULL,NULL,NULL,NULL,NULL,1,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60145,115,55,59,2,NULL,NULL,3,11,32,5,2,4,NULL,8,NULL,2
60146,92,40,51,4,NULL,NULL,3,5,22,6,2,3,1,11,NULL,1
60147,29,15,14,NULL,NULL,NULL,NULL,1,7,1,1,1,NULL,3,NULL,1
60148,7350,2947,4381,137,54,84,68,586,1397,376,176,129,25,603,NULL,34
60149,14,NULL,NULL,NULL,NULL,NULL,NULL,1,3,1,NULL,NULL,NULL,1,NULL,NULL
60150,87,33,53,1,NULL,1,1,9,14,6,3,NULL,NULL,4,NULL,1
60151,265,122,143,5,NULL,4,6,15,58,9,9,6,NULL,35,NULL,4
60152,576,248,328,9,3,9,5,45,120,30,11,15,9,59,1,5
60153,15604,7094,8461,204,100,161,113,2189,4586,1629,474,454,63,1449,22,213
60154,6740,2857,3868,127,66,108,56,772,1965,438,241,228,34,831,2,58
60155,4738,2039,2692,71,37,57,38,688,1584,472,146,131,15,493,4,50
60156,1514,652,860,28,11,15,12,131,283,68,25,45,11,144,NULL,10
60157,341,155,185,8,1,7,2,24,66,10,6,11,1,32,NULL,2
60159,38,21,17,1,NULL,NULL,NULL,4,6,4,NULL,NULL,NULL,2,NULL,NULL
60160,7725,3225,4474,94,29,44,42,823,1440,347,189,161,38,620,2,101
60161,124,67,57,3,2,NULL,2,16,29,8,2,2,NULL,13,1,2
60162,3413,1462,1939,46,24,33,22,517,1052,289,106,109,25,321,3,43
60163,1670,717,949,30,12,13,10,203,433,107,34,39,3,132,1,17
60164,6020,2583,3424,74,42,32,49,637,1172,263,144,108,20,479,NULL,63
60165,1259,509,747,7,6,2,7,150,205,42,10,8,3,79,NULL,16
60167,13,NULL,NULL,NULL,NULL,NULL,NULL,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60168,54,30,24,1,NULL,1,NULL,7,10,2,NULL,2,NULL,4,NULL,3
60169,2382,1036,1339,33,10,26,13,241,519,92,46,34,6,198,NULL,11
60171,3321,1411,1904,54,18,20,35,308,646,177,81,61,12,318,NULL,31
60172,2362,1052,1306,47,13,31,18,175,423,77,44,47,6,190,NULL,4
60173,1146,522,624,17,7,7,8,90,197,42,16,14,2,72,NULL,4
60174,2485,1095,1387,82,12,46,18,170,451,94,57,44,12,224,NULL,8
60175,1942,911,1031,54,16,37,9,95,313,69,37,26,11,169,NULL,8
60176,2907,1331,1570,35,18,21,26,257,528,104,57,57,13,222,NULL,32
60177,1215,497,716,22,5,8,6,92,205,48,27,27,8,89,NULL,4
60178,1114,424,687,33,6,15,22,81,238,55,47,24,1,125,NULL,3
60180,96,47,49,3,2,2,2,5,16,NULL,1,NULL,NULL,4,NULL,NULL
60181,5041,2071,2960,69,33,42,36,443,986,280,117,90,14,402,1,26
60183,21,15,NULL,NULL,NULL,NULL,NULL,2,6,NULL,NULL,1,NULL,3,NULL,NULL
60184,334,143,191,10,4,7,2,23,62,5,8,6,NULL,31,NULL,NULL
60185,2160,992,1162,55,11,25,16,187,369,90,34,30,7,169,NULL,9
60186,18,11,NULL,NULL,NULL,NULL,1,3,4,NULL,3,1,NULL,4,NULL,NULL
60187,4142,1803,2336,87,25,45,34,199,590,224,53,48,9,267,2,18
60188,3666,1537,2124,62,27,25,23,305,631,177,58,42,5,261,NULL,17
60189,2876,1167,1703,96,18,37,20,162,533,228,61,53,4,244,NULL,11
60190,1004,444,560,40,12,15,13,50,136,58,20,16,1,80,NULL,4
60191,1999,852,1144,39,20,36,22,178,429,87,54,54,4,211,NULL,9
60192,1135,475,658,24,13,12,11,104,238,23,16,26,6,100,1,2
60193,3660,1608,2045,65,28,58,20,327,720,131,60,70,10,307,1,19
60194,2245,958,1281,35,14,23,11,246,456,79,30,34,7,169,1,5
60195,880,409,471,11,13,9,3,88,182,27,13,14,1,77,1,5
60196,24,11,13,NULL,NULL,NULL,NULL,3,7,1,1,1,NULL,4,NULL,NULL
60201,6684,3068,3602,89,20,73,31,266,845,217,66,83,13,306,NULL,17
60202,6063,2573,3472,83,15,56,24,303,865,240,62,55,7,276,1,17
60203,754,347,404,14,3,11,5,45,108,22,3,17,2,53,NULL,3
60204,146,54,92,4,2,3,1,18,36,10,5,2,NULL,11,NULL,NULL
60208,34,20,14,NULL,NULL,NULL,1,1,4,NULL,NULL,NULL,NULL,2,NULL,NULL
60301,1360,545,812,25,3,11,6,93,255,76,30,19,2,82,NULL,7
60302,17609,7160,10424,321,92,199,107,1208,3613,1091,483,313,52,1254,2,131
60303,237,74,163,1,2,2,NULL,30,87,30,7,8,2,26,NULL,1
60304,9147,3805,5328,144,45,81,40,635,1804,597,216,150,34,541,3,76
60305,5995,2590,3397,125,39,73,39,379,1159,303,143,138,19,521,1,71
60401,702,297,403,13,7,10,11,53,151,34,20,22,6,70,NULL,9
60402,22457,9333,13067,287,113,110,133,2505,4724,1265,601,374,78,1678,6,199
60403,1437,553,881,25,11,16,14,143,326,66,53,31,8,162,NULL,10
60404,1538,655,880,33,5,21,12,130,338,67,36,35,5,155,NULL,5
60405,25,14,11,NULL,NULL,NULL,NULL,1,3,1,3,1,NULL,1,NULL,1
